customer_id,tenure_months,monthly_charges,support_tickets,payment_delays,churn_label
CUST-00734,70,44.23,4,1,1
CUST-00735,4,40.35,6,0,1
CUST-00736,62,115.46,4,4,1
CUST-00737,62,111.85,3,0,0
CUST-00738,24,24.7,7,3,1
CUST-00739,55,53.88,3,2,1
CUST-00740,9,60.51,1,1,1
CUST-00741,3,43.9,9,4,1
CUST-00742,31,82.89,5,4,1
CUST-00743,40,84.04,1,1,0
CUST-00744,36,105.05,2,0,0
CUST-00745,24,94.09,0,4,1
CUST-00746,6,74.26,4,0,1
CUST-00747,66,85.36,8,1,1
CUST-00748,4,47.4,1,0,1
CUST-00749,6,79.31,6,2,1
CUST-00750,51,68.92,4,1,1
CUST-00751,62,33.33,1,1,0
CUST-00752,57,44.25,7,4,1
CUST-00753,66,49.17,5,4,1
CUST-00754,8,112.43,3,4,1
CUST-00755,26,43.04,3,2,1
CUST-00756,51,48.92,1,2,1
CUST-00757,45,56.94,2,3,1
CUST-00758,44,86.37,6,1,1
CUST-00759,5,31.82,2,4,1
CUST-00760,70,115.39,4,1,0
CUST-00761,26,106.56,9,0,1
CUST-00762,68,77.72,5,2,1
CUST-00763,19,87.4,5,3,1
CUST-00764,20,21.67,3,0,1
CUST-00765,12,53.89,5,1,1
CUST-00766,47,99.57,2,2,1
CUST-00767,1,27.75,6,4,1
CUST-00768,14,48.23,6,0,1
CUST-00769,64,78.53,3,2,1
CUST-00770,38,45.64,1,1,1
CUST-00771,37,113.4,6,1,1
CUST-00772,11,33.11,2,0,1
CUST-00773,3,99.74,0,0,1
CUST-00774,33,70.79,1,0,0
CUST-00775,6,95.03,9,3,1
CUST-00776,50,51.07,8,4,1
CUST-00777,10,71.45,7,2,1
CUST-00778,5,105.68,5,1,1
CUST-00779,23,66.69,5,1,1
CUST-00780,10,55.97,0,4,1
CUST-00781,44,73.62,1,0,0
CUST-00782,2,91.74,3,0,1
CUST-00783,13,64.36,2,1,1
CUST-00784,40,113.89,0,4,1
CUST-00785,2,49.49,7,1,1
CUST-00786,65,67.55,6,0,1
CUST-00787,63,95.69,3,2,0
CUST-00788,17,88.91,8,0,1
CUST-00789,9,106.36,3,2,1
CUST-00790,15,119.68,0,3,1
CUST-00791,24,62.69,9,4,1
CUST-00792,38,31.12,0,3,1
CUST-00793,35,23.04,0,0,0
CUST-00794,49,92.69,0,4,1
CUST-00795,69,107.4,3,0,0
CUST-00796,62,42.07,0,4,1
CUST-00797,60,35.84,1,4,1
CUST-00798,50,26.22,3,0,1
CUST-00799,9,102.27,6,0,1
CUST-00800,34,51.14,1,4,1
CUST-00801,35,60.17,7,4,1
CUST-00802,1,70.28,6,0,1
CUST-00803,40,103.95,8,0,1
CUST-00804,64,85.08,5,1,1
CUST-00805,22,81.51,3,1,1
CUST-00806,60,37.57,5,1,1
CUST-00807,64,71.32,3,3,1
CUST-00808,11,91.54,6,4,1
CUST-00809,14,117.33,8,2,1
CUST-00810,60,40.14,2,3,1
CUST-00811,30,20.95,2,4,1
CUST-00812,35,27.53,1,2,1
CUST-00813,37,57.59,0,1,0
CUST-00814,5,102.05,0,2,1
CUST-00815,26,20.71,2,0,1
CUST-00816,62,65.67,6,0,1
CUST-00817,4,52.92,8,4,1
CUST-00818,42,25.25,1,3,1
CUST-00819,18,65.02,6,1,1
CUST-00820,40,45.47,0,4,1
CUST-00821,39,55.19,1,1,1
CUST-00822,14,90.56,5,0,1
CUST-00823,32,72.16,4,3,1
CUST-00824,51,32.46,7,3,1
CUST-00825,38,116.14,1,0,0
CUST-00826,23,83.59,0,2,1
CUST-00827,63,96.59,6,3,1
CUST-00828,15,27.92,5,2,1
CUST-00829,25,24.71,7,1,1
CUST-00830,17,21.94,7,3,1
CUST-00831,66,38.88,1,0,0
CUST-00832,53,61.44,7,2,1
CUST-00833,51,113.58,5,1,1
CUST-00834,39,65.71,8,1,1
CUST-00835,51,49.03,6,3,1
CUST-00836,70,76.19,1,3,0
CUST-00837,6,31.19,7,4,1
CUST-00838,67,80.95,8,4,1
CUST-00839,7,76.84,6,3,1
CUST-00840,51,99.2,3,4,1
CUST-00841,42,118.67,8,0,1
CUST-00842,64,45.09,3,0,0
CUST-00843,15,70.97,3,4,1
CUST-00844,29,110.89,8,3,1
CUST-00845,33,98.52,7,0,1
CUST-00846,27,68.74,3,1,1
CUST-00847,36,114.54,7,3,1
CUST-00848,29,25.72,7,2,1
CUST-00849,38,113.1,6,2,1
CUST-00850,57,25.05,9,3,1
CUST-00851,27,74.73,5,4,1
CUST-00852,55,109.04,7,0,1
CUST-00853,33,46.27,6,0,1
CUST-00854,68,67.22,4,3,1
CUST-00855,66,52.43,3,1,0
CUST-00856,10,115.21,1,4,1
CUST-00857,5,102.36,7,1,1
CUST-00858,38,90.9,8,3,1
CUST-00859,13,78.76,3,3,1
CUST-00860,31,102.06,3,1,1
CUST-00861,47,59.23,4,2,1
CUST-00862,52,64.76,1,3,1
CUST-00863,56,93.0,6,4,1
CUST-00864,15,55.78,4,1,1
CUST-00865,29,26.39,5,2,1
CUST-00866,8,27.43,3,1,1
CUST-00867,5,31.54,7,2,1
CUST-00868,29,106.97,7,2,1
CUST-00869,47,67.22,4,4,1
CUST-00870,68,91.29,5,3,1
CUST-00871,45,59.29,2,2,1
CUST-00872,2,45.87,0,3,1
CUST-00873,27,54.72,8,4,1
CUST-00874,36,99.42,8,3,1
CUST-00875,36,82.52,2,0,0
CUST-00876,26,113.76,3,2,1
CUST-00877,43,87.97,6,4,1
CUST-00878,27,77.02,1,1,1
CUST-00879,69,81.02,2,4,1
CUST-00880,20,114.24,5,2,1
CUST-00881,11,98.82,7,4,1
CUST-00882,38,22.4,0,1,1
CUST-00883,6,73.41,3,0,1
CUST-00884,23,88.83,0,2,1
CUST-00885,47,94.87,1,2,0
CUST-00886,46,41.31,7,4,1
CUST-00887,12,106.72,5,3,1
CUST-00888,13,115.58,8,3,1
CUST-00889,62,43.67,1,1,0
CUST-00890,60,108.26,2,0,0
CUST-00891,43,29.7,8,0,1
CUST-00892,68,25.57,8,4,1
CUST-00893,5,32.92,5,4,1
CUST-00894,37,25.77,2,3,1
CUST-00895,31,104.5,4,0,1
CUST-00896,9,25.91,1,0,1
CUST-00897,51,47.17,6,0,1
CUST-00898,29,30.38,9,1,1
CUST-00899,40,49.54,7,1,1
CUST-00900,41,29.06,5,4,1
CUST-00901,11,86.8,7,3,1
CUST-00902,23,33.33,1,2,1
CUST-00903,1,105.18,2,3,1
CUST-00904,46,101.72,6,1,1
CUST-00905,21,21.37,9,1,1
CUST-00906,36,109.57,0,4,1
CUST-00907,54,22.89,6,2,1
CUST-00908,57,43.96,5,0,1
CUST-00909,1,23.24,7,2,1
CUST-00910,63,53.58,6,2,1
CUST-00911,54,71.39,3,2,1
CUST-00912,55,99.66,2,4,1
CUST-00913,40,53.8,2,1,1
CUST-00914,15,90.55,3,0,1
CUST-00915,21,38.75,8,2,1
CUST-00916,47,95.06,8,0,1
CUST-00917,53,43.6,1,2,1
CUST-00918,9,34.35,4,1,1
CUST-00919,52,38.54,0,0,0
CUST-00920,57,38.21,3,3,1
CUST-00921,26,71.29,1,1,1
CUST-00922,41,104.48,7,0,1
CUST-00923,35,27.96,3,2,1
CUST-00924,63,90.7,4,2,1
CUST-00925,25,85.43,3,1,1
CUST-00926,38,107.25,4,1,1
CUST-00927,2,44.41,4,2,1
CUST-00928,7,65.01,4,0,1
CUST-00929,34,112.58,2,3,1
CUST-00930,17,86.0,6,4,1
CUST-00931,43,58.88,2,1,1
CUST-00932,59,33.14,1,2,0
CUST-00933,51,46.25,2,0,0
CUST-00934,54,78.12,2,1,0
CUST-00935,24,91.82,7,0,1
CUST-00936,25,32.44,3,1,1
CUST-00937,71,79.96,2,2,0
CUST-00938,52,75.04,9,0,1
CUST-00939,70,71.4,4,2,1
CUST-00940,33,89.01,3,0,1
CUST-00941,49,103.74,8,1,1
CUST-00942,29,52.3,7,4,1
CUST-00943,63,108.9,6,4,1
CUST-00944,22,36.06,7,3,1
CUST-00945,26,37.3,4,3,1
CUST-00946,28,46.68,3,2,1
CUST-00947,49,31.95,6,0,1
CUST-00948,71,43.03,0,3,0
CUST-00949,49,30.64,5,1,1
CUST-00950,20,102.18,7,4,1
CUST-00951,63,33.9,6,0,1
CUST-00952,61,94.73,1,4,1
CUST-00953,49,24.79,6,0,1
CUST-00954,71,114.85,5,3,1
CUST-00955,1,91.12,4,3,1
CUST-00956,13,20.68,3,2,1
CUST-00957,51,96.39,0,0,0
CUST-00958,56,71.41,1,1,0
CUST-00959,62,97.94,6,3,1
CUST-00960,32,72.25,9,2,1
CUST-00961,30,84.1,2,3,1
CUST-00962,29,98.63,4,4,1
CUST-00963,49,60.51,7,3,1
CUST-00964,45,20.27,7,0,1
CUST-00965,30,104.99,5,2,1
CUST-00966,16,58.09,4,0,1
CUST-00967,40,69.6,1,1,0
CUST-00968,19,20.78,8,1,1
CUST-00969,18,69.21,0,3,1
CUST-00970,1,118.65,1,2,1
CUST-00971,47,47.83,0,2,0
CUST-00972,66,59.54,3,2,1
CUST-00973,38,88.72,3,2,1
CUST-00974,51,101.48,4,3,1
CUST-00975,63,61.74,4,0,0
CUST-00976,4,50.97,7,3,1
CUST-00977,1,113.78,2,0,1
CUST-00978,8,87.71,5,4,1
CUST-00979,29,31.9,2,4,1
CUST-00980,55,26.89,1,0,0
CUST-00981,3,68.35,7,3,1
CUST-00982,32,42.01,0,1,1
CUST-00983,10,45.4,8,3,1
CUST-00984,34,107.77,6,1,1
CUST-00985,55,28.96,9,3,1
CUST-00986,32,91.54,3,2,1
CUST-00987,50,47.11,2,2,1
CUST-00988,7,96.03,5,4,1
CUST-00989,8,92.24,8,4,1
CUST-00990,65,20.74,8,0,1
CUST-00991,57,70.91,3,1,0
CUST-00992,67,33.93,9,2,1
CUST-00993,59,106.62,4,3,1
CUST-00994,54,107.16,8,0,1
CUST-00995,67,61.83,1,3,0
CUST-00996,51,64.44,1,2,0
CUST-00997,8,50.33,4,2,1
CUST-00998,34,91.66,0,2,1
CUST-00999,35,55.87,7,2,1
CUST-01000,32,46.78,4,3,1
CUST-01001,46,63.22,9,0,1
CUST-01002,16,29.15,1,2,1
CUST-01003,68,94.66,8,4,1
CUST-01004,37,21.26,1,0,1
CUST-01005,54,84.45,6,4,1
CUST-01006,14,38.29,7,3,1
CUST-01007,55,43.24,5,2,1
CUST-01008,48,83.56,6,0,1
CUST-01009,7,119.29,0,2,1
CUST-01010,7,97.77,3,2,1
CUST-01011,33,42.58,6,0,1
CUST-01012,23,37.6,0,2,1
CUST-01013,19,106.62,0,2,1
CUST-01014,19,64.42,5,1,1
CUST-01015,36,33.71,3,1,1
CUST-01016,29,106.22,2,0,0
CUST-01017,60,101.61,4,0,0
CUST-01018,2,118.39,8,2,1
CUST-01019,1,110.97,9,4,1
CUST-01020,47,105.18,9,0,1
CUST-01021,69,25.26,9,2,1
CUST-01022,20,30.44,2,4,1
CUST-01023,11,76.9,4,1,1
CUST-01024,2,73.15,9,0,1
CUST-01025,67,65.8,4,2,1
CUST-01026,12,59.68,8,1,1
CUST-01027,20,63.12,9,3,1
CUST-01028,5,76.93,3,1,1
CUST-01029,37,20.21,0,2,1
CUST-01030,38,46.07,9,4,1
CUST-01031,9,71.83,4,3,1
CUST-01032,53,92.22,0,3,0
CUST-01033,44,37.42,5,3,1
CUST-01034,24,74.69,9,0,1
CUST-01035,30,91.45,9,2,1
CUST-01036,59,64.46,6,3,1
CUST-01037,14,22.71,0,1,1
CUST-01038,9,64.93,9,4,1
CUST-01039,40,49.64,3,2,1
CUST-01040,66,112.96,8,1,1
CUST-01041,25,32.46,0,0,1
CUST-01042,22,85.25,8,3,1
CUST-01043,4,25.27,7,1,1
CUST-01044,26,64.62,4,2,1
CUST-01045,58,75.4,5,1,1
CUST-01046,29,49.8,6,0,1
CUST-01047,37,65.51,3,4,1
CUST-01048,70,36.36,5,3,1
CUST-01049,18,50.41,6,2,1
CUST-01050,42,82.11,5,3,1
CUST-01051,41,50.18,5,3,1
CUST-01052,38,109.97,1,3,1
CUST-01053,34,82.84,4,1,1
CUST-01054,17,63.86,2,1,1
CUST-01055,37,23.88,6,4,1
CUST-01056,25,69.95,3,0,1
CUST-01057,27,96.48,0,2,1
CUST-01058,57,46.56,5,1,1
CUST-01059,31,100.68,5,3,1
CUST-01060,6,45.18,6,0,1
CUST-01061,40,102.37,7,2,1
CUST-01062,12,28.53,2,2,1
CUST-01063,53,106.62,5,2,1
CUST-01064,71,69.92,9,2,1
CUST-01065,10,49.65,1,4,1
CUST-01066,45,46.51,8,2,1
CUST-01067,17,63.2,1,0,1
CUST-01068,26,119.9,2,1,1
CUST-01069,62,42.03,9,0,1
CUST-01070,46,30.32,1,3,1
CUST-01071,64,78.5,8,4,1
CUST-01072,2,68.85,0,4,1
CUST-01073,54,72.42,4,3,1
CUST-01074,65,86.69,0,0,0
CUST-01075,51,46.71,4,0,1
CUST-01076,53,111.07,7,3,1
CUST-01077,36,63.57,7,2,1
CUST-01078,26,32.91,7,2,1
CUST-01079,29,94.23,1,1,1
CUST-01080,21,84.31,7,0,1
CUST-01081,11,51.57,4,0,1
CUST-01082,40,82.15,0,3,1
CUST-01083,11,41.99,6,3,1
CUST-01084,36,64.48,5,2,1
CUST-01085,59,109.94,4,0,0
CUST-01086,39,33.35,0,0,0
CUST-01087,54,58.67,0,4,1
CUST-01088,55,102.11,5,1,1
CUST-01089,24,116.95,9,1,1
CUST-01090,22,65.39,6,2,1
CUST-01091,69,70.7,9,0,1
CUST-01092,56,77.22,9,4,1
CUST-01093,33,113.23,0,0,0
CUST-01094,36,105.82,8,3,1
CUST-01095,20,37.06,3,2,1
CUST-01096,62,63.68,4,1,1
CUST-01097,26,66.4,1,0,1
CUST-01098,66,98.91,9,2,1
CUST-01099,40,80.29,7,1,1
CUST-01100,17,85.42,1,0,1
CUST-01101,1,119.82,2,4,1
CUST-01102,61,27.5,8,2,1
CUST-01103,43,42.3,1,0,0
CUST-01104,42,60.79,5,1,1
CUST-01105,25,54.78,3,1,1
CUST-01106,39,22.16,6,4,1
CUST-01107,35,29.18,5,2,1
CUST-01108,3,88.1,9,2,1
CUST-01109,44,107.93,8,0,1
CUST-01110,51,71.42,8,1,1
CUST-01111,12,73.92,9,1,1
CUST-01112,19,45.51,3,4,1
CUST-01113,44,96.79,0,4,1
CUST-01114,59,95.18,1,2,0
CUST-01115,49,78.84,7,1,1
CUST-01116,61,41.27,9,0,1
CUST-01117,17,29.7,7,3,1
CUST-01118,57,26.42,1,0,0
CUST-01119,55,79.27,3,4,1
CUST-01120,47,102.5,0,0,0
CUST-01121,12,105.83,6,1,1
CUST-01122,62,66.36,3,2,1
CUST-01123,8,98.43,7,3,1
CUST-01124,21,114.69,8,2,1
CUST-01125,70,47.52,8,3,1
CUST-01126,25,59.8,2,3,1
CUST-01127,12,113.15,4,1,1
CUST-01128,15,53.82,5,1,1
CUST-01129,59,111.39,5,4,1
CUST-01130,26,118.1,9,4,1
CUST-01131,26,86.18,7,3,1
CUST-01132,47,101.69,5,4,1
CUST-01133,32,94.95,5,1,1
CUST-01134,10,89.95,3,4,1
CUST-01135,16,50.69,6,3,1
CUST-01136,71,25.71,7,2,1
CUST-01137,17,54.31,2,0,1
CUST-01138,23,86.69,6,4,1
CUST-01139,26,30.25,2,1,1
CUST-01140,7,21.19,7,2,1
CUST-01141,14,33.97,0,1,1
CUST-01142,7,91.57,0,4,1
CUST-01143,9,117.28,5,3,1
CUST-01144,48,118.31,9,0,1
CUST-01145,59,69.4,8,0,1
CUST-01146,39,106.94,3,2,1
CUST-01147,18,93.68,5,0,1
CUST-01148,59,70.1,4,3,1
CUST-01149,17,77.28,0,1,1
CUST-01150,14,33.72,5,3,1
CUST-01151,31,113.77,8,2,1
CUST-01152,24,55.19,2,2,1
CUST-01153,60,64.61,2,0,0
CUST-01154,45,87.17,1,3,1
CUST-01155,3,53.39,3,1,1
CUST-01156,37,45.43,9,3,1
CUST-01157,43,83.1,2,1,0
CUST-01158,40,22.5,1,1,1
CUST-01159,55,92.07,0,3,0
CUST-01160,39,71.4,2,4,1
CUST-01161,15,80.58,9,3,1
CUST-01162,4,83.19,5,1,1
CUST-01163,25,72.71,8,2,1
CUST-01164,13,78.25,4,2,1
CUST-01165,33,88.38,2,0,0
CUST-01166,16,95.31,4,2,1
CUST-01167,42,92.75,4,4,1
CUST-01168,66,106.96,4,1,0
CUST-01169,55,38.94,6,3,1
CUST-01170,42,60.11,4,3,1
CUST-01171,34,114.78,6,4,1
CUST-01172,30,59.66,8,2,1
CUST-01173,13,32.49,4,1,1
CUST-01174,13,72.54,1,2,1
CUST-01175,18,30.95,4,0,1
CUST-01176,32,40.29,7,2,1
CUST-01177,39,119.83,3,0,0
CUST-01178,46,74.14,1,3,1
CUST-01179,29,48.41,9,1,1
CUST-01180,62,119.48,2,0,0
CUST-01181,62,116.66,8,2,1
CUST-01182,57,64.07,8,2,1
CUST-01183,16,46.04,7,3,1
CUST-01184,56,103.84,7,4,1
CUST-01185,10,91.56,7,4,1
CUST-01186,30,88.69,7,2,1
CUST-01187,25,109.31,7,4,1
CUST-01188,5,88.94,0,1,1
CUST-01189,65,48.38,5,4,1
CUST-01190,49,89.39,8,1,1
CUST-01191,3,50.58,7,2,1
CUST-01192,45,95.92,2,2,1
CUST-01193,14,81.97,0,2,1
CUST-01194,30,27.74,1,3,1
CUST-01195,68,71.28,1,4,1
CUST-01196,18,54.33,6,0,1
CUST-01197,62,52.86,5,0,1
CUST-01198,37,80.23,1,2,1
CUST-01199,25,52.23,7,4,1
CUST-01200,48,97.69,8,1,1
CUST-01201,65,27.08,6,0,1
CUST-01202,53,86.04,3,2,1
CUST-01203,15,100.92,0,0,0
CUST-01204,49,87.28,3,0,0
CUST-01205,68,69.72,3,0,0
CUST-01206,12,115.03,7,2,1
CUST-01207,59,49.99,3,2,1
CUST-01208,37,21.92,3,3,1
CUST-01209,61,63.2,1,3,1
CUST-01210,43,23.3,9,3,1
CUST-01211,70,115.39,6,0,0
CUST-01212,39,40.99,3,4,1
CUST-01213,56,98.89,5,2,1
CUST-01214,63,97.46,2,3,0
CUST-01215,46,41.77,6,4,1
CUST-01216,11,82.12,5,3,1
CUST-01217,62,24.81,2,3,1
CUST-01218,25,68.36,3,4,1
CUST-01219,71,21.46,9,3,1
CUST-01220,52,112.11,4,0,0
CUST-01221,4,117.61,8,0,1
CUST-01222,59,42.23,5,0,1
CUST-01223,20,40.81,3,1,1
CUST-01224,63,95.37,6,3,1
CUST-01225,54,45.34,1,1,0
CUST-01226,57,109.51,3,2,0
CUST-01227,41,77.39,4,4,1
CUST-01228,3,55.08,3,2,1
CUST-01229,6,103.27,3,1,1
CUST-01230,5,69.34,8,0,1
CUST-01231,5,111.16,1,3,1
CUST-01232,54,112.8,5,3,1
CUST-01233,47,36.54,7,0,1
CUST-01234,49,20.23,7,3,1
CUST-01235,9,118.39,6,4,1
CUST-01236,20,110.61,9,4,1
CUST-01237,61,25.54,3,4,1
CUST-01238,35,103.3,6,2,1
CUST-01239,50,65.78,9,0,1
CUST-01240,62,45.9,5,4,1
CUST-01241,17,107.87,5,1,1
CUST-01242,3,39.67,1,4,1
CUST-01243,32,114.73,7,2,1
CUST-01244,13,40.56,7,1,1
CUST-01245,68,81.37,6,0,0
CUST-01246,14,42.31,8,0,1
CUST-01247,11,74.57,7,4,1
CUST-01248,56,88.4,8,1,1
CUST-01249,67,39.02,8,1,1
CUST-01250,29,72.09,5,4,1
CUST-01251,9,66.91,1,4,1
CUST-01252,67,27.1,6,3,1
CUST-01253,25,101.83,2,3,1
CUST-01254,42,53.57,6,4,1
CUST-01255,9,77.46,8,2,1
CUST-01256,40,71.48,9,3,1
CUST-01257,25,71.33,9,4,1
CUST-01258,5,30.72,1,1,1
CUST-01259,11,62.35,5,3,1
CUST-01260,59,65.24,5,2,1
CUST-01261,38,93.36,8,0,1
CUST-01262,5,104.0,8,1,1
CUST-01263,48,74.5,4,2,1
CUST-01264,18,28.68,4,2,1
CUST-01265,70,43.68,8,2,1
CUST-01266,37,36.49,7,1,1
CUST-01267,60,32.46,6,2,1
CUST-01268,48,56.59,7,0,1
CUST-01269,28,42.94,5,3,1
CUST-01270,69,41.83,2,1,0
CUST-01271,40,25.47,6,2,1
CUST-01272,45,21.77,7,4,1
CUST-01273,62,30.28,7,3,1
CUST-01274,58,37.22,0,1,0
CUST-01275,67,63.1,6,4,1
CUST-01276,56,71.05,2,4,1
CUST-01277,40,34.06,1,2,1
CUST-01278,40,62.48,1,1,0
CUST-01279,33,54.17,7,2,1
CUST-01280,6,38.34,8,0,1
CUST-01281,19,20.68,2,4,1
CUST-01282,40,66.7,2,0,0
CUST-01283,59,88.57,5,2,1
CUST-01284,59,42.63,9,3,1
CUST-01285,48,33.18,0,4,1
CUST-01286,41,108.7,5,3,1
CUST-01287,13,47.5,2,1,1
CUST-01288,45,42.36,3,4,1
CUST-01289,53,105.71,8,0,1
CUST-01290,42,101.71,2,3,1
CUST-01291,63,64.83,0,1,0
CUST-01292,27,68.92,2,4,1
CUST-01293,38,41.77,6,1,1
CUST-01294,60,27.83,6,0,1
CUST-01295,7,77.34,4,4,1
CUST-01296,5,29.83,0,1,1
CUST-01297,45,64.93,7,2,1
CUST-01298,58,114.05,9,4,1
CUST-01299,31,115.28,7,4,1
CUST-01300,23,43.93,9,4,1
CUST-01301,42,82.41,9,4,1
CUST-01302,10,67.41,9,2,1
CUST-01303,32,107.57,1,0,0
CUST-01304,53,47.14,9,2,1
CUST-01305,30,20.37,2,2,1
CUST-01306,39,36.26,3,1,1
CUST-01307,31,54.95,0,3,1
CUST-01308,2,51.57,3,3,1
CUST-01309,12,99.14,4,1,1
CUST-01310,39,88.06,2,2,1
CUST-01311,66,49.96,9,1,1
CUST-01312,13,65.77,1,4,1
CUST-01313,46,29.56,5,1,1
CUST-01314,27,109.81,7,1,1
CUST-01315,17,113.54,6,4,1
CUST-01316,60,117.98,0,3,0
CUST-01317,64,106.86,3,4,1
CUST-01318,35,37.4,2,0,1
CUST-01319,70,24.62,5,1,1
CUST-01320,30,77.96,8,1,1
CUST-01321,71,111.26,8,3,1
CUST-01322,63,37.74,6,2,1
CUST-01323,28,20.7,8,4,1
CUST-01324,60,100.55,7,2,1
CUST-01325,37,27.68,4,0,1
CUST-01326,22,61.37,8,4,1
CUST-01327,68,87.89,6,0,0
CUST-01328,20,43.68,4,0,1
CUST-01329,68,28.4,7,0,1
CUST-01330,64,97.0,6,4,1
CUST-01331,17,83.02,8,4,1
CUST-01332,12,118.85,9,3,1
CUST-01333,22,54.43,0,1,1
CUST-01334,17,26.18,8,2,1
CUST-01335,10,93.44,6,2,1
CUST-01336,65,72.17,0,0,0
CUST-01337,22,41.32,0,4,1
CUST-01338,50,98.17,4,4,1
CUST-01339,14,40.38,7,0,1
CUST-01340,64,46.07,8,1,1
CUST-01341,47,29.25,5,2,1
CUST-01342,29,59.94,9,3,1
CUST-01343,36,61.89,7,1,1
CUST-01344,52,71.46,5,4,1
CUST-01345,7,90.9,5,0,1
CUST-01346,29,110.61,3,2,1
CUST-01347,11,33.77,4,0,1
CUST-01348,33,25.43,1,4,1
CUST-01349,6,21.85,2,0,1
CUST-01350,32,34.36,2,2,1
CUST-01351,51,85.79,4,0,0
CUST-01352,58,92.75,4,2,1
CUST-01353,26,98.65,5,0,1
CUST-01354,46,44.37,4,0,1
CUST-01355,29,50.59,5,2,1
CUST-01356,4,68.31,7,0,1
CUST-01357,13,26.32,1,1,1
CUST-01358,39,81.11,3,3,1
CUST-01359,15,118.37,5,1,1
CUST-01360,29,56.08,4,3,1
CUST-01361,29,95.28,0,1,0
CUST-01362,32,70.0,8,3,1
CUST-01363,2,32.78,2,0,1
CUST-01364,47,78.22,1,2,0
CUST-01365,22,49.99,8,2,1
CUST-01366,27,23.44,6,4,1
CUST-01367,67,83.49,4,3,1
CUST-01368,56,105.89,5,4,1
CUST-01369,21,54.48,3,4,1
CUST-01370,47,59.03,0,3,1
CUST-01371,59,109.1,3,2,0
CUST-01372,6,101.36,8,3,1
CUST-01373,19,91.5,0,0,0
CUST-01374,57,44.88,9,4,1
CUST-01375,69,111.02,2,4,1
CUST-01376,3,35.44,4,3,1
CUST-01377,1,82.68,6,4,1
CUST-01378,58,22.88,8,2,1
CUST-01379,38,84.37,5,4,1
CUST-01380,15,47.71,2,3,1
CUST-01381,34,64.97,6,2,1
CUST-01382,61,54.53,3,2,1
CUST-01383,35,37.28,2,4,1
CUST-01384,64,82.2,6,3,1
CUST-01385,25,108.2,6,4,1
CUST-01386,24,115.91,3,0,1
CUST-01387,12,39.23,6,0,1
CUST-01388,18,91.74,1,2,1
CUST-01389,15,86.43,0,4,1
CUST-01390,27,54.34,1,0,1
CUST-01391,60,21.91,3,1,1
CUST-01392,46,88.98,7,0,1
CUST-01393,17,114.55,2,4,1
CUST-01394,53,83.21,9,4,1
CUST-01395,8,63.53,5,0,1
CUST-01396,27,72.52,5,4,1
CUST-01397,46,39.96,8,4,1
CUST-01398,50,95.05,8,1,1
CUST-01399,71,94.64,3,2,0
CUST-01400,3,34.55,8,4,1
CUST-01401,64,107.8,5,3,1
CUST-01402,44,46.92,1,2,1
CUST-01403,53,118.23,9,2,1
CUST-01404,24,58.29,5,3,1
CUST-01405,60,37.79,1,0,0
CUST-01406,3,55.17,7,1,1
CUST-01407,20,64.02,3,4,1
CUST-01408,46,26.93,4,0,1
CUST-01409,15,77.82,7,3,1
CUST-01410,25,79.76,7,1,1
CUST-01411,71,93.89,5,1,0
CUST-01412,17,22.92,3,1,1
CUST-01413,9,74.12,0,3,1
CUST-01414,38,25.29,6,0,1
CUST-01415,48,90.11,7,4,1
CUST-01416,60,25.57,8,1,1
CUST-01417,63,111.17,1,1,0
CUST-01418,2,90.21,0,0,1
CUST-01419,11,70.74,3,1,1
CUST-01420,64,64.15,4,1,1
CUST-01421,21,33.07,9,3,1
CUST-01422,18,49.1,0,2,1
CUST-01423,64,106.9,4,0,0
CUST-01424,38,110.45,5,0,1
CUST-01425,32,20.07,2,0,1
CUST-01426,11,79.41,6,3,1
CUST-01427,45,91.93,5,3,1
CUST-01428,33,81.87,3,4,1
CUST-01429,41,28.17,2,3,1
CUST-01430,8,41.77,4,0,1
CUST-01431,11,45.03,2,4,1
CUST-01432,51,103.17,9,2,1
CUST-01433,41,66.32,8,1,1
CUST-01434,17,68.68,8,1,1
CUST-01435,46,113.49,5,4,1
CUST-01436,32,83.71,5,2,1
CUST-01437,54,109.87,3,1,0
CUST-01438,20,65.65,3,4,1
CUST-01439,33,34.94,1,3,1
CUST-01440,40,112.99,9,0,1
CUST-01441,32,65.87,3,2,1
CUST-01442,2,38.16,7,1,1
CUST-01443,33,50.24,9,0,1
CUST-01444,30,25.08,1,4,1
CUST-01445,33,66.83,8,1,1
CUST-01446,26,105.31,0,0,0
CUST-01447,22,113.36,1,3,1
CUST-01448,66,113.26,1,2,0
CUST-01449,38,32.52,5,4,1
CUST-01450,46,58.21,6,1,1
CUST-01451,15,22.82,2,3,1
CUST-01452,44,105.52,8,2,1
CUST-01453,49,55.88,4,2,1
CUST-01454,61,83.11,4,3,1
CUST-01455,67,91.49,3,1,0
CUST-01456,6,62.98,8,2,1
CUST-01457,9,50.64,7,4,1
CUST-01458,6,116.22,3,0,1
CUST-01459,32,116.45,3,4,1
CUST-01460,41,48.94,1,2,1
CUST-01461,8,67.96,8,0,1
CUST-01462,50,117.28,2,3,1
CUST-01463,62,20.49,3,0,0
CUST-01464,62,61.27,6,0,1
CUST-01465,7,30.05,9,0,1
CUST-01466,4,70.92,7,2,1
CUST-01467,6,22.47,7,1,1
CUST-01468,58,60.69,3,2,1
